token,bias,pos
formalism,-0.9808256145114149,NOUN
amenable,-0.9226384590041441,ADJ
rigorous,-0.7996262302161743,ADJ
mathematical,0.14916989508654033,ADJ
study,0.8705562526001747,NOUN
feature,0.8440103401530873,NOUN
agreement,0.47825796658515496,NOUN
reference,0.8748232684327817,NOUN
basic,0.6610477972224937,ADJ
recursive,-0.7463237260006901,ADJ
clause,-0.9674248551948297,VERB
nest,-0.44045315163455556,NOUN
inside,0.9657049635076093,ADP
list,-0.22761131131266454,NOUN
adjective,-0.9077785599096082,NOUN
swallowed,-0.8150696721687054,VERB
verb,-0.8376345226836908,VERB
exactly,0.6279325408246719,ADV
special,0.6914508370473251,ADJ
semi,0.26272169201420714,ADJ
system,0.9607806052285881,NOUN
general,0.5706068741419443,ADJ
back,0.8755006925400489,ADV
work,0.9106887967544501,NOUN
developed,0.8893053932428967,VERB
aspect,0.17535112857650115,NOUN
capture,0.393210787421334,NOUN
fundamental,0.2131384020668048,ADJ
often,1.0000000000000002,ADV
identified,0.8459059712135611,VERB
especially,0.9473421821255649,ADV
constraint,0.04022920784778805,NOUN
captured,0.4537047460686495,VERB
considered,0.9741856953065154,VERB
semantics,-0.9273846201439686,VERB
enough,0.8153840135694687,ADV
allow,0.9798493522310416,VERB
construction,0.588913152484098,NOUN
efficient,0.633885615375549,ADJ
determine,0.818123504223407,VERB
algorithm,0.8369984047583741,NOUN
widely,0.6789501930602522,ADV
lr,-0.885949874052739,NOUN
simpler,-0.7092305990679757,ADJ
deal,0.8396011952691173,VERB
restrictive,-0.9278227012369096,ADJ
subset,-0.8826999718200306,NOUN
definition,-0.5336321522042273,NOUN
v,0.887588727729988,ADP
r,0.7623248681116626,NOUN
finite,-0.43355737838771247,ADJ
element,0.5564334434094976,NOUN
character,0.701197576099337,NOUN
variable,0.47637167418883974,NOUN
represents,0.45905842676284625,VERB
sometimes,0.9999062236340542,ADV
syntactic,-0.970573574826717,ADJ
category,0.02634269667847089,NOUN
defines,-0.5414445041506883,VERB
sub,0.806549566617133,NOUN
disjoint,-0.9669698161240974,NOUN
actual,0.5221543986802561,ADJ
content,0.8557193880921385,NOUN
alphabet,-0.6317369742673236,NOUN
relation,0.33942493373330473,NOUN
asterisk,-0.9656305127225382,NOUN
member,0.9351431251747735,NOUN
rewrite,-0.9253155584314587,NOUN
production,-0.4162755032206329,NOUN
commonly,0.5356406544682055,ADV
symbolized,-0.9737933295433521,VERB
represent,0.8124758028128807,VERB
whole,0.9987335021873373,ADJ
program,0.5825760032889956,NOUN
pair,0.8509804458692487,NOUN
rather,0.9208434634951431,ADV
using,0.9834461878981098,VERB
ordered,0.5951267910742875,VERB
usually,0.7209790571928494,ADV
written,0.6969655949777919,VERB
right,0.8413983522946671,ADJ
allowed,0.7428512685260494,VERB
empty,0.29886521929610455,ADJ
customary,-0.5571263941131621,ADJ
denote,-0.4628788525206651,VERB
common,0.9786050738590276,ADJ
line,0.7718279304439128,NOUN
separate,0.9317907154992289,VERB
hence,0.7439243552290327,ADV
alternative,0.8283371529306052,NOUN
respectively,0.9574830999502361,ADV
u,0.7508307507647421,NOUN
say,0.5383202504866951,VERB
directly,0.996570087618599,ADV
yield,-0.21857346283782153,NOUN
thus,0.9604021331940394,ADV
result,0.9746117350575874,NOUN
repetitive,-0.7652345091456088,ADJ
textbook,-0.8527352250628628,NOUN
_,-1.0,NOUN
hold,0.257132248323218,VERB
reflexive,-0.9798552413378034,ADJ
allowing,0.8078315426326588,VERB
requiring,-0.21572979838420148,VERB
step,0.9499568373325752,NOUN
g,0.9939806669718566,NOUN
said,0.9385446482158588,VERB
exists,-0.012389418807769337,VERB
proper,0.6443307404795979,ADJ
unreachable,-0.9678133813082253,ADJ
unproductive,-0.9553630224358527,ADJ
w,0.5906830000995799,ADP
ε,-0.5571264883241498,NOUN
cycle,-0.29022544113333315,NOUN
effectively,0.4395127557716202,ADV
transformed,0.04207301108863737,VERB
weakly,-0.7379295269940134,ADV
equivalent,0.18379186781111634,ADJ
without,0.9613887518748473,ADP
producing,0.2969307379795658,VERB
altogether,-0.1661352502237654,ADV
concatenated,-0.8911853670628294,VERB
p,0.9480994441567459,NOUN
includes,0.9595520026817043,VERB
typical,0.40348350641783837,ADJ
derivation,-0.8183001669379415,NOUN
clear,0.9696360229579737,ADJ
however,0.9488132160407164,ADV
proved,0.5868912433709466,VERB
regular,0.8680141104127822,ADJ
well,0.949639446403102,ADV
formed,0.7462141297330454,VERB
parenthesis,-0.9654641361182084,NOUN
canonical,-0.7053031314115183,ADJ
representative,0.5971493596643529,ADJ
allows,0.8923580176673,VERB
multiply,-0.6240670693343091,VERB
enclosed,-0.7744681280529533,VERB
matching,-0.344630496538213,VERB
third,0.9145838617193154,ADJ
terminates,-0.7732799390757119,VERB
nested,-0.9634949380526914,VERB
square,0.8862773225571702,ADJ
bracket,-0.8140817757513763,NOUN
kind,0.2699533745377989,NOUN
following,0.8948134386404878,VERB
sequence,0.32640982709498934,NOUN
derived,0.9927879558672041,VERB
simplest,-0.760657174095795,ADJ
generates,-0.46538486479426333,VERB
pumping,-0.695735440341686,NOUN
lemma,-0.7174448550880899,NOUN
stand,0.4268371384275872,VERB
changing,0.5011521787132419,VERB
obtain,0.8203051833953737,VERB
generating,-0.17843100886527408,VERB
instead,0.8969231170650825,ADV
differs,-0.46620487723145865,VERB
number,0.7684711929511193,NOUN
b,0.6888576560573303,VERB
consisting,0.211772860905163,VERB
unequal,-0.7554512633358517,ADJ
tau,-0.9407245191624807,ADJ
fewer,-0.0323206011607835,ADJ
omitting,-0.9350940936918293,VERB
restrict,-0.5258882916458456,VERB
double,0.9952281220206132,ADJ
size,0.8055938432521135,NOUN
non,0.9662420986218675,ADJ
formation,0.8237443790551773,NOUN
formula,-0.7665061690579782,NOUN
logic,-0.20166711266783066,NOUN
fit,0.6908635964080616,VERB
infinite,-0.4294149212572571,ADJ
previous,0.8076895666741508,ADJ
section,0.7443875199974566,NOUN
separately,-0.28667952797717944,ADV
balanced,-0.04224469239719597,VERB
disregarding,-0.971284114096171,VERB
proven,-0.015520803617914414,VERB
proof,0.18867378698425874,NOUN
contradiction,-0.6248139740450267,NOUN
observing,-0.15925586968878735,VERB
belong,0.01516748352501407,VERB
belongs,0.04611984406654768,VERB
class,0.7586410065167262,NOUN
nonempty,-0.972090748573109,ADJ
end,0.8878450876039727,VERB
corresponds,-0.2510401707961152,VERB
automaton,-0.9557270536924387,NOUN
know,0.16757985262069008,VERB
tersely,-0.9378947979350447,ADV
transform,-0.05649909747359594,VERB
prof,-0.7347802420961997,VERB
fully,0.6020674087512896,ADV
determined,0.8091590932134987,VERB
giving,0.5363627345836565,VERB
occurrence,0.05742893103356783,NOUN
clarity,-0.7895820199704073,NOUN
intermediate,0.10780863356573955,ADJ
instance,0.607749650265192,NOUN
strategy,0.7484462942180615,NOUN
followed,0.9104217086042378,VERB
determines,-0.36618474578782667,VERB
next,0.89273629833578,ADJ
leftmost,-0.9849562010574164,NOUN
completely,0.8927812840824207,ADV
summarized,-0.6044896492402183,VERB
distinction,-0.28938046278438945,NOUN
transformation,-0.18300919181397735,NOUN
input,0.7488429931346425,NOUN
piece,0.8087357796928842,NOUN
code,0.5053380200035467,NOUN
executed,0.5531806677416634,VERB
whenever,0.2979337081549315,ADV
therefore,0.8256899654918946,ADV
see,0.9457500635384343,VERB
imposes,-0.8521354779149783,VERB
sense,0.9546369918991219,NOUN
hierarchical,-0.37644300339771486,ADJ
indicates,0.17561294091140078,VERB
recognized,0.538308097269278,VERB
belonging,0.08947847273819642,VERB
hierarchy,-0.6861044394880993,NOUN
seen,0.8953633952813573,VERB
tree,0.7331039406553641,NOUN
concrete,-0.1376924819733638,ADJ
abstract,-0.6603301974651288,ADJ
presented,0.9307519569248995,VERB
define,0.29564221430039284,VERB
note,0.767957342671297,VERB
obtained,0.8449737888191006,VERB
parsing,-0.988998040852977,VERB
ambiguous,-0.8021589984102877,ADJ
hard,0.9062664564440113,ADJ
decide,0.7624449400155235,VERB
ambiguity,-0.847549663876269,NOUN
unambiguous,-0.9104439771744444,ADJ
found,0.682360395288582,VERB
inherently,-0.7776051655223621,ADV
algebraic,-0.8661465360100735,ADJ
expression,-0.3590009695514953,NOUN
z,0.5452521536473323,NOUN
x,0.8324918103839716,NOUN
choice,-0.11563919712174808,NOUN
made,0.7322247637178747,VERB
underway,-0.6774289264720628,ADJ
going,0.7830023899094678,VERB
performed,0.9518678777777295,VERB
look,0.6220466387080457,VERB
quite,0.8813498170423403,ADV
arbitrary,-0.33888494524055646,ADJ
matter,0.9371612952893495,NOUN
finally,0.9100265994980747,ADV
done,0.8075802465992644,VERB
opposite,0.7879735504407368,ADJ
selected,0.8048107261929874,VERB
affect,0.2462228985771331,VERB
come,0.8609984183549333,VERB
let,0.7369930408870686,VERB
detail,0.17195284403811906,NOUN
consider,0.974063241631121,VERB
starting,0.6943126606688298,VERB
top,0.8690674716902096,NOUN
expanded,0.00515775450075584,VERB
s,-0.8784529404931956,NOUN
remain,0.7938183059084722,VERB
picking,-0.07379095900537469,VERB
expansion,0.4401033644536949,NOUN
produce,0.8325430964904167,VERB
change,0.9783786215575068,VERB
pick,0.7536115058313059,VERB
position,0.6779360824355876,NOUN
still,0.9140581702959728,ADV
produced,0.8230685800874483,VERB
similar,0.9267322213823349,ADJ
one,0.8819422746150491,NOUN
implicitly,-0.9321036485193273,ADV
assuming,-0.22783732347222707,VERB
association,0.9757973597295065,NOUN
standard,0.8185616206454683,ADJ
elaborate,-0.39580684718262327,ADJ
constructed,0.2587699179229157,VERB
obey,-0.6171744050500612,VERB
desired,0.5356338241715952,VERB
normal,0.5434493321861451,ADJ
product,0.7141694869997786,NOUN
necessary,0.9230373724309546,ADJ
include,0.9225748259221376,VERB
need,0.4452186442434427,VERB
theoretical,-0.14965727741497958,ADJ
practical,0.36397857819925494,ADJ
implication,-0.06708681090757307,NOUN
construct,-0.43534079238542733,VERB
polynomial,-0.8142298754240866,ADJ
decides,-0.9031337697925803,VERB
represented,0.7149972011852209,VERB
closed,0.607923328221071,VERB
various,0.9598296571830092,ADJ
operation,0.5692637551953821,NOUN
l,0.5067948516122981,NOUN
union,0.8973750353968463,NOUN
concatenation,-0.9710493403147498,VERB
k,0.9943474274029932,NOUN
substitution,-0.40473475143478654,NOUN
homomorphism,-0.9782907736755715,NOUN
inverse,-0.11336673388673058,ADJ
intersection,-0.2682853036779804,NOUN
complementation,-0.9589420978596874,NOUN
difference,0.9274628688094824,NOUN
problem,0.9528632433599294,NOUN
checking,-0.22983045112862732,VERB
reachability,-0.9524330607174729,NOUN
reachable,-0.6335646674292712,ADJ
productive,-0.43232914974068626,ADJ
derive,-0.4646013120093191,VERB
regularity,-0.8728948690611202,NOUN
emptiness,-0.9587493421787932,NOUN
question,0.7250157389368319,NOUN
wider,0.06797189424837369,ADJ
become,0.857806373445064,VERB
sensitive,0.49194338440116403,ADJ
even,0.8182818846701533,ADV
universality,-0.9470739628914817,NOUN
reduction,0.9359534633211666,NOUN
demonstrated,0.9143363046844966,VERB
determining,-0.07387084992296922,VERB
machine,0.8762746946861121,NOUN
accepts,-0.6908166846723414,VERB
halting,-0.8885619678985204,NOUN
us,0.6571610287127355,VERB
entire,0.8418830796029075,ADJ
computation,-0.2850593816211995,NOUN
accepting,-0.3988732264112351,VERB
accept,0.5317697605098797,VERB
direct,0.9887315302970824,ADJ
consequence,0.025886809708849046,NOUN
impossible,0.3305930775831316,ADJ
trivial,-0.6243730666224538,ADJ
defining,-0.4144188872854524,VERB
decided,0.5863411925190893,VERB
lower,0.8758811636139935,ADJ
higher,0.8919535816733519,ADJ
level,0.7880818224183846,NOUN
shown,0.9791252451073079,VERB
device,0.6960443999397752,NOUN
traditional,0.9276553889629071,ADJ
english,0.6699735346219391,NOUN
much,0.704642895473343,ADJ
generative,-0.7931667480535056,ADJ
devoted,-0.1050755074896419,VERB
finding,0.7495128803628914,VERB
refining,-0.8967213931237761,VERB
descriptive,-0.6246781218007211,ADJ
thing,0.17749179063968534,NOUN
expressed,0.6699368629949656,VERB
actually,0.9979884770962284,ADV
meet,0.9563906175601541,VERB
goal,0.9623521622676469,NOUN
powerful,0.6308805674999488,ADJ
complete,0.7850645742198736,ADJ
significant,0.9187832988327869,ADJ
restriction,-0.15352944322163986,NOUN
added,0.8751708363192618,VERB
introduce,0.1920010364378929,VERB
fashion,0.5687395181541626,NOUN
regarding,0.8487275549669321,VERB
held,0.7672306226647004,VERB
stochastic,-0.5722986968430082,ADJ
chapter,0.5850822039845693,NOUN
pp,0.029205297540624398,NOUN
concerning,0.6423509436779615,VERB
via,0.7464429917749866,ADP
